drugbank_id,disease
DB05063,hepatitis
DB05063,parkinson's disease
DB05064,diabetes
DB05064,diabetes mellitus type 2
DB05068,diabetic foot ulcers
DB05070,cluster headaches
DB05070,gastroesophageal reflux disease
DB05070,gerd
DB05070,anxiety disorders
DB05070,migraine
DB05071,diarrhea
DB05071,infectious and parasitic disease
DB05072,anxiety disorders
DB05072,irritable bowel syndrome
DB05072,urinary incontinence
DB05072,ibs
DB05073,diabetes mellitus type 2 and neurologic disorders
DB05077,obesity
DB05079,insomnia
DB05080,hyperlipidemia
DB05080,obesity
DB05081,psoriatic disorders
DB05081,psoriasis
DB05084,osteoporosis
DB05084,fractures
DB05085,schizoaffective disorders
DB05085,schizophrenia
DB05087,seizure
DB05088,pulmonary fibrosis
DB05088,liver disease
DB05089,prostate cancer
DB05090,amyotrophic
DB05090,parkinson's disease
DB05090,lateral sclerosis
DB05090,als
DB05092,multiple sclerosis
DB05093,cardiovascular disorders
DB05093,strokes
DB05095,depression
DB05096,schizophrenia
DB05096,schizoaffective disorders
DB05096,psychosis
DB05097,cancer
DB05098,obesity
DB05098,lipodystrophy
DB05099,pulmonary hypertension
DB05099,priapism
DB05099,embolism
DB05099,venous thrombosis
DB05099,retinal and branch vein thrombosis
DB05099,vein thrombosis
DB05100,brain cancer
DB05100,prostate cancer
DB05100,lung cancer
DB05101,colorectal cancer
DB05101,lung cancer
DB05101,gastric cancer
DB05101,cervical dysplasia/cancer
DB05102,viral infection
DB05103,lung cancer
DB05103,melanoma
DB05103,liver cancer
DB05103,leukemia (lymphoid)
DB05104,irritable bowel syndrome
DB05104,ibs
DB05105,respiratory infection
DB05106,multiple sclerosis
DB05107,hepatitis
DB05107,fibrosis
DB05107,hiv infection
DB05107,malaria
DB05108,hepatitis
DB05109,sarcomas
DB05109,gastric cancer
DB05109,tumors
DB05109,tissue sarcoma
DB05109,ovarian cancer
DB05109,sarcoma
DB05110,hiv infection
DB05111,crohn's disease
DB05111,psoriasis
DB05111,psoriatic disorders
DB05112,tumors
DB05113,colorectal cancer
DB05114,hepatitis
DB05114,hepatocellular carcinoma
DB05115,diabetes mellitus
DB05116,colorectal cancer
DB05118,depression
DB05119,cardiovascular disorders
DB05119,atherosclerosis
DB05120,diabetes mellitus
DB05121,cancer
DB05122,rheumatoid arthritis
DB05123,cardiovascular disorders
DB05123,hyperlipidemia
DB05123,atherosclerosis
DB05124,coronary artery disease
DB05125,multiple sclerosis
DB05125,rheumatoid arthritis
DB05126,amyotrophic
DB05126,lateral sclerosis
DB05126,als
DB05127,hepatitis
DB05128,fungal infections
DB05129,lymphoma (non-hodgkin's)
DB05130,inflammatory disorders
DB05131,venous thromboembolism
DB05132,depression
DB05133,alzheimer's disease
DB05133,inflammatory disorders
DB05134,tumors
DB05134,leukemia (myeloid)
DB05135,burns
DB05135,burn infections
DB05136,hepatitis
DB05136,tumors
DB05136,breast cancer
DB05136,hiv infection
DB05139,nephropathy
DB05140,tumors
DB05141,tumors
DB05142,anxiety disorders
DB05142,depression
DB05144,malaria
DB05145,diabetes mellitus
DB05146,tumors
DB05147,tumors
DB05148,bladder cancer
DB05149,tumors
DB05150,alzheimer's disease
DB05151,tumors
DB05152,schizoaffective disorders
DB05152,alzheimer's disease
DB05152,schizophrenia
DB05154,tuberculosis
DB05154,bacterial infection
DB05155,pain
DB05156,acne
DB05156,keratoses
DB05157,psoriatic disorders
DB05157,inflammatory bowel disease
DB05157,rheumatoid arthritis
DB05157,inflammatory disorders
DB05157,cardiovascular disorders
DB05157,psoriasis
DB05158,tumors
DB05159,multiple sclerosis
DB05159,neurologic disorders
DB05160,tumors
DB05160,prostate cancer
DB05160,prostatic hyperplasia
DB05160,prostate disorders
DB05161,inflammatory disorders
DB05163,infertility
DB05164,leukemia (myeloid)
DB05165,tumors
DB05166,diabetes mellitus type 2
DB05167,hepatitis
DB05168,tumors
DB05169,tumors
DB05169,leukemia (myeloid)
DB05171,alzheimer's disease
DB05172,pain
DB05173,tumors
DB05177,myocardial infarction
DB05178,parkinson's disease
DB05179,parkinson's disease
DB05180,adhd
DB05180,schizoaffective disorders
DB05180,alzheimer's disease
DB05180,schizophrenia
DB05180,attention deficit/hyperactivity disorder
DB05180,dementia
DB05180,neurologic disorders
DB05181,viral infection
DB05182,melanoma
DB05182,kidney cancer
DB05183,inflammatory disorders
DB05184,leukemia (lymphoid)
DB05184,leukemia (myeloid)
DB05185,neurologic disorders
DB05186,tuberculosis
DB05186,infectious and parasitic disease
DB05186,bacterial infection
DB05187,diabetes mellitus type
DB05187,atherosclerosis
DB05188,metabolic disease
DB05188,obesity
DB05190,tumors
DB05191,inflammatory disorders
DB05192,hyperlipidemia
DB05194,rheumatoid arthritis
DB05195,copd
DB05195,chronic obstructive pulmonary disease
DB05196,bipolar disorders
DB05196,affective disorders
DB05196,psychosis
DB05197,ulcers
DB05197,gastroenteritis
DB05198,tumors
DB05199,gastrointestinal disorders
DB05199,irritable bowel syndrome
DB05200,pompe disease
DB05201,type ii diabetes
DB05201,obesity
DB05201,cardiovascular disease
DB05202,platelet aggregation
DB05202,thrombosis
DB05202,acute coronary syndromes
DB05203,hypertension
DB05204,cancer
DB05205,anxiety
DB05207,central nervous system - neuropathic pain
DB05209,thrombocytopenia
DB05210,cancer
DB05211,inflammatory disease
DB05212,rheumatoid arthritis
DB05212,type 2 diabetes
DB05214,pain
DB05217,tumors
DB05217,lymphomas
DB05218,crohn's disease
DB05218,rheumatoid arthritis
DB05218,psoriasis
DB05218,auto-immune diseases
DB05219,atopic dermatitis
DB05220,cancer
DB05222,infections
DB05223,cancer
DB05224,bacterial infections
DB05225,asthma and cardiovascular disease
DB05226,respiratory syncytial virus infections
DB05227,thrombosis
DB05228,hiv-1 infection
DB05229,pulmonary hypertension
DB05230,obstruction of blood vessels
DB05230,atherosclerosis
DB05232,cancer
DB05232,pain
DB05234,osteoporosis
DB05235,hypothyroidism
DB05236,stroke
DB05237,immunodeficiency and infectious and parasitic disease
DB05239,melanoma
DB05241,cancer
DB05242,hepatitis
DB05243,cancer
DB05244,non-hodgkin's lymphoma
DB05244,osteoporosis
DB05244,paget's disease
DB05244,bone metastases
DB05245,sepsis
DB05245,burns
DB05246,seizures
DB05249,non-hodgkin's lymphoma
DB05252,chronic angina
DB05252,coronary artery disease 	
DB05253,uterine fibroids
DB05253,endometriosis
DB05254,burns
DB05254,hematomas
DB05254,ulcers
DB05255,osteoporosis
DB05257,pain
DB05258,hepatitis
DB05258,leukemia (lymphoid)
DB05258,melanoma
DB05258,leukemia (myeloid)
DB05260,non-hodgkin's lymphoma
DB05260,hypercalcemia
DB05262,hyperuricemia
DB05262,congestive heart failure
DB05263,alzheimer's disease
DB05264,atopic dermatitis
DB05265,peptic ulcer disease
DB05265,reflux oesophagitis
DB05266,multiple sclerosis
DB05266,cerebrovascular disease
DB05271,neurologic disorders
DB05271,parkinson's disease
DB05271,primary restless legs syndrome
DB05273,rheumatoid arthritis
DB05273,prostate cancer
DB05273,multiple myeloma
DB05276,hepatitis
DB05281,ovarian cancer
DB05281,"primary peritoneal carcinoma

"
DB05282,bladder cancer
DB05285,lung cancer/melanoma
DB05288,glaucoma
DB05289,prostate cancer
DB05289,alzheimer's disease
DB05290,cardiovascular disorders
DB05290,diabetic
DB05290,neuropathy
DB05292,ovarian cancer
DB05293,bladder cancer
DB05294,cardiac complications
DB05294,congenital long qt syndrome
DB05294,heart failure
DB05295,osteoporosis
DB05296,prostate cancer
DB05296,peripheral vascular disease
DB05296,brain cancer
DB05296,coronary artery disease
DB05296,breast cancer
DB05296,cervical dysplasia/cancer
DB05297,prostate cancer
DB05297,gastric cancer
DB05297,colorectal cancer
DB05297,lung cancer
DB05297,kidney cancer
DB05297,skin cancer
DB05297,pancreatic cancer
DB05297,breast cancer
DB05298,ulcerative colitis
DB05299,tumors
DB05299,bladder cancer
DB05300,osteoarthritis
DB05300,pain
DB05301,depression
DB05301,huntington's disease
DB05303,pain
DB05303,inflammatory disorders
DB05304,renal cell carcinoma
DB05304,gall bladder cancer
DB05305,brain cancer
DB05306,coronary artery disease
DB05306,heart disease
DB05306,angina
DB05307,parkinson's disease
DB05308,breast cancer
DB05308,pancreatic cancer
DB05308,colorectal cancer
DB05308,gall bladder cancer
DB05309,diabetic foot ulcers
DB05309,fractures
DB05310,endometriosis
DB05311,angioedema
DB05312,rheumatoid arthritis
DB05312,autoimmune diseases
DB05313,hemorrhage
DB05315,coronary artery disease
DB05316,psychosis
DB05316,parkinson's disease
DB05316,schizoaffective disorders
DB05316,schizophrenia
DB05316,sleep disorders
DB05316,neurologic disorders
DB05317,hyperlipidemia
DB05319,head and neck cancer
DB05319,bladder cancer
DB05321,hyperuricemia
DB05322,prostate cancer
DB05322,head and neck cancer
DB05322,esophageal cancer
DB05322,lung cancer
DB05322,bladder cancer
DB05322,brain cancer
DB05322,ovarian cancer
DB05322,breast cancer
DB05322,oral cavity cancer
DB05325,breast cancer
DB05325,lung cancer
DB05325,head and neck cancer
DB05326,gastrointestinal diseases
DB05327,diabetic
DB05327,neuropathy
DB05328,hiv infection
DB05329,melanoma
DB05330,fibrosis
DB05330,pancreatic disorders
DB05332,chronic immune thrombocytopenic purpura
DB05333,attention deficit/hyperactivity disorder
DB05333,neurologic disorders
DB05333,tourette's syndrome
DB05333,adhd
DB05336,crohn's disease
DB05336,bacterial infection
DB05336,anthrax
DB05337,brain cancer
DB05339,anxiety disorders
DB05339,neurologic disorders
DB05339,depression
DB05339,insomnia
DB05340,inflammatory bowel disease
DB05340,ulcerative colitis
DB05341,angioedema
DB05343,cerebral ischemia
DB05344,retinal disorders
DB05345,insomnia
DB05346,osteoarthritis
DB05346,pain
DB05350,urinary incontinence
DB05351,esophagitis
DB05351,gerd
DB05351,heartburn
DB05351,gastroesophageal reflux disease
DB05352,amyloidosis
DB05353,liver cancer
DB05361,cardiovascular disorders
DB05361,venous thromboembolism
DB05361,thrombosis
DB05362,venous thromboembolism
DB05362,thrombosis
DB05363,bipolar disorders
DB05364,pain
DB05367,cardiovascular disorders
DB05367,pulmonary hypertension
DB05367,hypertension
DB05368,allergic reaction
DB05369,pain
DB05370,allergic reaction
DB05371,huntington's disease
DB05371,schizoaffective disorders
DB05371,schizophrenia
DB05372,obesity
DB05374,brain cancer
DB05377,fungal infections
DB05380,multiple myeloma
DB05382,pain
DB05382,breast disorders
DB05383,diabetic kidney disease
DB05385,vaginal infection
DB05387,prostate cancer
DB05387,multiple myeloma
DB05387,psoriatic disorders
DB05387,lung cancer
DB05387,kidney cancer
DB05387,psoriasis
DB05389,hiv infection
DB05389,aids-related infections
DB05389,aids
DB05389,inflammatory disorders
DB05389,immune deficiency syndrome
DB05390,lung cancer
DB05391,diabetic
DB05391,peripheral vascular disease
DB05391,neuropathy
DB05393,ovarian cancer
DB05393,breast cancer
DB05393,lung cancer
DB05394,neurologic disorders
DB05394,brain cancer
DB05395,depression
DB05395,irritable bowel syndrome
DB05395,obesity
DB05395,ibs
DB05396,hepatitis
DB05398,hiv infection
DB05399,diabetes mellitus type 2
DB05399,coronary artery disease
DB05399,restenosis
DB05399,atherosclerosis
DB05400,hiv infection
DB05400,malaria
DB05400,melanoma
DB05400,hepatitis
DB05400,herpes
DB05400,viral infection
DB05402,herpes labialis infections
DB05403,parkinson's disease
DB05404,gerd
DB05404,gastroesophageal reflux disease
DB05405,hepatitis
DB05406,tumors
DB05406,prostate cancer
DB05407,hypertension
DB05407,pulmonary hypertension
DB05407,congestive heart failure
DB05408,hepatitis
DB05408,liver disease
DB05409,pain
DB05410,atopic dermatitis
DB05412,rheumatoid arthritis
DB05412,pain
DB05413,immune deficiency syndrome
DB05413,aids-related infections
DB05413,hiv infection
DB05413,aids
DB05414,breast cancer
DB05415,prostate cancer
DB05415,crohn's disease
DB05415,inflammatory bowel disease
DB05415,leukemia (lymphoid)
DB05415,kidney cancer
DB05416,hyperlipidemia
DB05418,anxiety disorders
DB05418,depression
DB05418,gastrointestinal diseases
DB05419,substance abuse
DB05419,sleep disorders
DB05420,prostate cancer
DB05420,paget's disease
DB05420,multiple myeloma
DB05420,bladder cancer
DB05421,depression
DB05421,irritable bowel syndrome
DB05421,ibs
DB05422,depression
DB05422,bulimia
DB05422,obsessive-compulsive disorders
DB05423,depression
DB05424,breast cancer
DB05424,lung cancer
DB05426,tumors
DB05426,ulcers
DB05426,lung cancer
DB05426,diabetic foot ulcers
DB05427,melanoma
DB05428,brain cancer
DB05428,lung cancer
DB05428,lymphoma (non-hodgkin's)
DB05429,allergic rhinitis
DB05430,peripheral vascular disease
DB05431,copd
DB05431,chronic obstructive pulmonary disease
DB05432,strokes
DB05432,parkinson's disease
DB05432,schizoaffective disorders
DB05432,schizophrenia
DB05432,dementia
DB05433,diabetes mellitus type
DB05433,congestive heart failure
DB05434,melanoma
DB05434,tumors
DB05437,tumors
DB05437,colorectal cancer
DB05438,leukemia (lymphoid)
DB05439,prostate cancer
DB05440,atopic dermatitis
DB05440,dermatitis
DB05441,atopic dermatitis
DB05442,crohn's disease
DB05443,rheumatoid arthritis
DB05443,pain
DB05443,burn pain
DB05443,dermal itch
DB05444,vascular diseases
DB05444,atherosclerosis
DB05444,restenosis
DB05446,strokes
DB05446,thrombosis
DB05446,autoimmune diseases
DB05448,gastric cancer
DB05448,pancreatic cancer
DB05449,hyperlipidemia
DB05450,parkinson's disease
DB05450,neurodegenerative diseases
DB05450,alzheimer's disease
DB05451,crohn's disease
DB05451,inflammatory bowel disease
DB05451,osteoarthritis
DB05451,ulcerative colitis
DB05452,weight loss
DB05452,loss of appetite
DB05452,anorexia
DB05452,aids
DB05452,cancer
DB05452,toxicity
DB05452,eating disorders
DB05454,parkinson's disease
DB05454,alzheimer's disease
DB05455,cardiovascular disorders
DB05455,hyponatremia
DB05456,coronary artery disease
DB05456,vascular diseases
DB05456,atherosclerosis
DB05457,gastric cancer
DB05458,adhd
DB05458,schizoaffective disorders
DB05458,alzheimer's disease
DB05458,schizophrenia
DB05458,attention deficit/hyperactivity disorder
DB05459,crohn's disease
DB05459,psoriatic disorders
DB05459,autoimmune diseases
DB05459,multiple sclerosis
DB05459,rheumatoid arthritis
DB05459,psoriasis
DB05460,myelodysplastic syndrome
DB05461,peripheral vascular disease
DB05461,raynaud's disease
DB05463,hepatitis b
DB05463,colorectal cancer
DB05463,hepatitis
DB05463,non-hodgkin's lymphoma
DB05463,lymphoma (non-hodgkin's)
DB05464,diabetes mellitus
DB05465,leukemia (myeloid)
DB05466,depression
DB05466,anxiety
DB05467,emphysema
DB05469,urinary incontinence
DB05470,rheumatoid arthritis
DB05470,coronary artery disease
DB05470,inflammatory disorders
DB05471,lymphoma (non-hodgkin's)
DB05471,autoimmune diseases
DB05472,hepatitis
DB05473,gland dysfunction
DB05473,sialorrhea
DB05474,rheumatoid arthritis
DB05474,inflammatory bowel disease
DB05474,"inflammatory disorders 
"
DB05474,psoriasis
DB05475,hepatitis
DB05475,infectious and parasitic disease
DB05475,tuberculosis
DB05476,tumors
DB05477,ovarian cancer
DB05478,hepatitis
DB05479,vaginitis
DB05479,candidiasis
DB05480,anemia
DB05481,copd
DB05481,atopic dermatitis
DB05481,chronic obstructive pulmonary disease
DB05482,colorectal cancer
DB05483,acne
DB05483,herpes labialis infections
DB05483,venereal disease
DB05484,inflammatory disorders
DB05484,autoimmune diseases
DB05485,melanoma
DB05485,ovarian cancer
DB05485,breast cancer
DB05485,tumors
DB05487,brain cancer
DB05487,breast cancer
DB05488,infectious and parasitic disease
DB05489,ovarian cancer
DB05490,diabetes mellitus type 2
DB05491,brain cancer
DB05492,diabetic
DB05492,pain
DB05492,neuropathy
DB05493,prostatic hyperplasia
DB05494,melanoma
DB05495,osteoarthritis
DB05496,psoriatic disorders
DB05496,psoriasis
DB05496,diabetes mellitus
DB05498,urinary incontinence
DB05499,diabetic
DB05499,neuropathy
DB05500,multiple myeloma
DB05500,pancreatic cancer
DB05501,hiv infection
DB05502,leukemia (myeloid)
DB05505,peripheral vascular disease
DB05506,diabetes mellitus type 2
DB05507,psoriatic disorders
DB05507,psoriasis
DB05507,inflammatory disorders
DB05509,premature ejaculation
DB05510,alzheimer's disease
DB05511,psoriatic disorders
DB05511,crohn's disease
DB05511,rheumatoid arthritis
DB05511,psoriasis
DB05511,gastrointestinal disorder
DB05512,psoriatic disorders
DB05512,rheumatoid arthritis
DB05512,psoriasis
DB05512,autoimmune diseases
DB05516,autoimmune diseases
DB05518,diabetes mellitus type 2
DB05519,atrial fibrillation
DB05519,arrhythmia
DB05521,hcv genotype 1 infection
DB05524,colorectal cancer
DB05524,lung cancer
DB05528,familial hypercholesterolemia
DB05530,hepatitis
DB05530,viral infection
DB05532,hiv infection
DB05533,diabetic
DB05533,neuropathy
DB05540,brain cancer
DB05541,partial-onset seizures
DB05575,tumors
DB05578,gastric or gastro-esophageal junction adenocarcinoma
DB05595,ovarian cancer
DB05626,multiple myeloma
DB05626,lung cancer
DB05626,gastric cancer
DB05630,leishmaniasis
DB05630,tumors
DB05630,protozoal infection
DB05633,neurologic disorders
DB05649,strokes
DB05650,glaucoma
DB05650,cataracts
DB05652,psoriatic disorders
DB05652,psoriasis
DB05656,lymphoma (non-hodgkin's)
DB05659,otitis
DB05659,bronchitis
DB05659,bacterial infection
DB05671,periodontal disease
DB05675,cardiovascular disorders
DB05675,thrombosis
DB05676,psoriatic disorders
DB05676,psoriasis
DB05679,crohn's disease
DB05679,arthritis
DB05679,psoriasis
DB05683,cardiac ischemia
DB05685,myocardial infarction
DB05685,cardiac reperfusion injury
DB05687,schizoaffective disorders
DB05687,schizophrenia
DB05688,rheumatoid arthritis
DB05688,periodontal disease
DB05705,amyotrophic
DB05705,lateral sclerosis
DB05705,als
DB05708,schizoaffective disorders
DB05708,alzheimer's disease
DB05708,schizophrenia
DB05712,thrombosis
DB05713,venous thromboembolism
DB05713,thrombosis
DB05719,melanoma
DB05722,tumors
DB05722,prostate cancer
DB05723,alcohol dependence
DB05730,rheumatoid arthritis
DB05732,osteoporosis
DB05736,osteoporosis
DB05737,coronary artery disease
DB05737,atherosclerosis
DB05738,atopic dermatitis
DB05739,hypertension
DB05740,multiple sclerosis
DB05740,pain
DB05740,neurologic disorders
DB05741,leukemia (lymphoid)
DB05742,hiv infection
DB05744,rheumatoid arthritis
DB05746,glaucoma
DB05746,ocular hypertension
DB05747,viral infection
DB05747,cervical dysplasia/cancer
DB05749,menstrual disorders
DB05750,obesity
DB05750,schizoaffective disorders
DB05750,alzheimer's disease
DB05750,schizophrenia
DB05751,allergic reaction
DB05752,copd
DB05752,chronic obstructive pulmonary disease
DB05753,sleep disorders
DB05754,hepatitis
DB05754,leukemia (myeloid)
DB05754,lymphoma (non-hodgkin's)
DB05755,atopic dermatitis
DB05756,fungal infections
DB05756,gland dysfunction
DB05756,candidiasis
DB05757,ocular hypertension
DB05758,psoriatic disorders
DB05758,psoriasis
DB05766,schizoaffective disorders
DB05766,schizophrenia
DB05767,ulcerative colitis
DB05768,ulcerative colitis
DB05769,hyperlipidemia
DB05771,psoriatic disorders
DB05771,psoriasis
DB05772,rheumatoid arthritis
DB05773,cancer
DB05773,breast cancer
DB05775,diabetes mellitus type 2
DB05776,hepatitis
DB05777,sepsis
DB05777,thrombosis
DB05777,septicemia
DB05779,hepatitis
DB05780,tumors
DB05786,prostate cancer
DB05786,lung cancer
DB05786,sarcoma
DB05786,brain cancer
DB05786,liver cancer
DB05786,pancreatic cancer
DB05786,ovarian cancer
DB05786,breast cancer
DB05786,endometrial cancer
DB05787,prostate cancer
DB05787,psoriatic disorders
DB05787,colorectal cancer
DB05787,melanoma
DB05787,rheumatoid arthritis
DB05787,tumors
DB05787,psoriasis
DB05789,cervical dysplasia/cancer
DB05790,inflammatory bowel disease
DB05791,ileus
DB05791,hemorrhage
DB05792,prostate cancer
DB05793,immune deficiency syndrome
DB05793,aids-related infections
DB05793,hiv infection
DB05793,aids
DB05794,cardiovascular disorders
DB05794,peripheral vascular disease
DB05794,infertility
DB05794,congestive heart failure
DB05795,depression
DB05796,hypertension
DB05796,congestive heart failure
DB05797,allergic reaction
DB05798,tumors
DB05799,sepsis
DB05799,septicemia
DB05800,multiple myeloma
DB05801,prostate cancer
DB05801,colorectal cancer
DB05801,tumors
DB05801,leukemia (myeloid)
DB05801,myelodysplastic syndrome
DB05801,renal cell carcinoma
DB05801,breast cancer
DB05803,hepatitis
DB05804,burns
DB05804,burn infections
DB05805,attention deficit/hyperactivity disorder
DB05805,depression
DB05805,adhd
DB05806,melanoma
DB05806,brain cancer
DB05806,lung cancer
DB05807,hiv infection
DB05808,melanoma
DB05808,multiple myeloma
DB05808,liver cancer
DB05808,hepatocellular carcinoma
DB05809,cervical dysplasia/cancer
DB05810,myocardial infarction
DB05811,herpes
DB05812,castration-resistant prostate cancer
DB05814,parkinson's disease
DB05814,erectile dysfunction
DB05815,prostate cancer
DB05817,leukemia (lymphoid)
DB05817,colorectal cancer
DB05817,lung cancer
DB05817,leukemia (myeloid)
DB05817,brain cancer
DB05817,myelodysplastic syndrome
DB05817,tumors
DB05818,breast cancer
DB05818,lung cancer
DB05818,colorectal cancer
DB05819,diabetes mellitus
DB05820,brain injuries
DB05820,traumatic
DB05820,strokes
DB05821,bipolar disorders
DB05821,epilepsy
DB05821,migraine
DB05821,cluster headaches
DB05824,cluster headaches
DB05824,diabetic
DB05824,neuropathy
DB05824,pain
DB05824,migraine
DB05825,arthritic pain
DB05825,arthritis
DB05825,inflammatory bowel disease
DB05826,infertility
DB05827,brain cancer
DB05828,schizophrenia
DB05828,schizoaffective disorders
DB05828,psychosis
DB05829,osteoporosis
DB05832,alzheimer's disease
DB05833,autoimmune diseases
DB05834,head and neck cancer
DB05835,sickle cell)
DB05835,anemia
DB05836,herpes
DB05837,tumors
DB05838,urinary incontinence
DB05839,pneumonia
DB05839,retinitis
DB05839,hiv infection
DB05842,tumors
DB05842,breast cancer
DB05843,cardiovascular disorders
DB05843,hypertension
DB05845,skin cancer
DB05846,neurologic disorders
DB05846,parkinson's disease
DB05846,retinal disorders
DB05846,alzheimer's disease
DB05848,inflammatory disorders
DB05848,autoimmune diseases
DB05849,copd
DB05849,chronic obstructive pulmonary disease
DB05851,renal cell carcinoma
DB05852,liver disease
DB05854,diabetes mellitus type 2
DB05855,ulcerative colitis
DB05856,metabolic disease
DB05858,acne
DB05859,liver cancer
DB05860,hepatitis
DB05861,prostate cancer
DB05863,autoimmune diseases
DB05864,tumors
DB05864,lymphoma (non-hodgkin's)
DB05865,vitreous hemorrhage
DB05865,diabetic retinopathy
DB05866,hyperlipidemia
DB05867,breast cancer
DB05868,hepatitis
DB05869,sepsis
DB05869,burn infections
DB05869,burns
DB05869,inflammatory disorders
DB05869,septicemia
DB05869,ischemic reperfusion injury
DB05870,tumors
DB05870,colorectal cancer
DB05870,pancreatic cancer
DB05871,hiv infection
DB05872,bacterial infection
DB05872,anthrax
DB05873,viral infection
DB05873,infectious and parasitic disease
DB05874,amyotrophic
DB05874,lateral sclerosis
DB05874,als
DB05875,respiratory distress syndrome
DB05875,viral infection
DB05875,ards
DB05876,copd
DB05876,chronic obstructive pulmonary disease
DB05877,obesity
DB05879,rheumatoid arthritis
DB05880,tumors
DB05881,neurologic disorders
DB05881,alzheimer's disease
DB05882,osteoporosis
DB05883,parathyroid disorders
DB05883,chronic renal failure
DB05884,hepatitis
DB05885,epilepsy
DB05886,tumors
DB05888,depression
DB05888,neurologic disorders
DB05888,memory loss
DB05888,alzheimer's disease
DB05889,cd22-positive b cell precursor acute lymphoblastic leukaemia
DB05889,all
DB05890,tumors
DB05892,pain
DB05894,obesity
DB05895,tumors
DB05898,alzheimer's disease
DB05899,tumors
DB05903,tumors
DB05904,hepatitis
DB05905,gastroparesis
DB05905,irritable bowel syndrome
DB05905,constipation
DB05905,ibs
DB05905,gastrointestinal diseases
DB05906,hiv infection
DB05911,atherosclerosis
DB05912,multiple sclerosis
DB05913,tumors
DB05914,heart disease
DB05914,myocardial infarction
DB05915,muscular dystrophy
DB05919,urinary incontinence
DB05920,brain cancer
DB05924,parkinson's disease
DB05928,tumors
DB05928,multiple myeloma
DB05929,prostate cancer
DB05929,leukemia (myeloid)
DB05929,melanoma
DB05929,kidney cancer
DB05929,neuroblastoma
DB05929,ovarian cancer
DB05929,breast cancer
DB05930,thrombocytopenia
DB05939,atherosclerosis
DB05943,sepsis
DB05943,septicemia
DB05950,pain
DB05990,liver disease
DB05990,primary biliary cholangitis
DB06014,dmd
DB06014,duchenne muscular dystrophy
DB06016,manic
DB06016,"bipolar i
disorder"
DB06016,schizophrenia
DB06039,hiv infection
DB06043,mestastatic soft tissue sarcoma
DB06058,hepatitis
DB06063,acromegaly
DB06064,ischemic reperfusion injury
DB06069,tumors
DB06073,alzheimer's disease
DB06077,schizoaffective disorders
DB06077,schizophrenia
DB06080,myelodysplastic syndrome
DB06080,tumors
DB06080,leukemia (myeloid)
DB06083,psoriatic disorders
DB06083,psoriasis
DB06089,epilepsy
DB06090,neurologic disorders
DB06093,neurologic disorders
DB06096,cluster headaches
DB06096,migraine
DB06097,tumors
DB06098,tumors
DB06103,psoriatic disorders
DB06103,psoriasis
DB06103,viral infection
DB06103,autoimmune diseases
DB06127,diabetes mellitus type 2
DB06129,lung cancer
DB06130,lymphoma (non-hodgkin's)
DB06144,schizophrenia
DB06145,infections
DB06148,depression
DB06149,bacterial infections
DB06150,infections
DB06151,overdose
DB06155,diabetes
DB06155,dyslipidaemia
DB06162,leukemia (lymphoid)
DB06168,juvenile idiopathic arthritis
DB06168,mws
DB06168,cryopyrin-associated
DB06168,muckle-wells syndrome
DB06168,sjia
DB06168,autoinflammatory syndrome
DB06176,peripheral t-cell lymphoma
DB06176,cutaneous t-cell lymphoma
DB06186,melanoma
DB06186,skin cancer
DB06190,urinary incontinence
DB06190,irritable bowel syndrome
DB06190,"diabetes mellitus type 2,"
DB06190,ibs
DB06193,b-cell lymphoma
DB06193,nhl
DB06193,congestive heart failure
DB06193,aggressive non-hodgkin's lymphoma
DB06193,acute myelogenous leukemia
DB06193,cardiac toxicity
DB06193,follicular lymphoma
DB06193,cancers
DB06193,breast cancer
DB06193,chf
DB06193,low grade small lymphocytic lymphomas
DB06196,angioedema
DB06196,burn infections
DB06196,hae
DB06196,burns
DB06196,liver disease
DB06196,hereditary angioedema
DB06201,seizures
DB06201,lennox-gastaut syndrome
DB06202,vaginal atrophy
DB06202,vulvar
DB06202,fractures
DB06202,osteoporosis
DB06202,breast cancer
DB06203,diabetes mellitus
DB06204,neuropathic pain
DB06204,diabetic peripheral neuropathy
DB06204,acute pain
DB06204,chronic pain
DB06206,neuromuscular blockade
DB06207,prostatic hyperplasia
DB06209,acute coronary syndrome
DB06209,myocardial infarction
DB06209,acs
DB06209,stroke
DB06209,nstemi
DB06209,intracranial bleeding
DB06209,st-elevation
DB06209,unstable angina
DB06210,platelet destruction
DB06211,pyelonephritis
DB06211,intra-abdominal infections
DB06211,urinary tract infections
DB06212,siadh
DB06212,hyponatremia
DB06212,cirrhosis
DB06212,congestive heart failure
DB06215,cardiovascular disorders
DB06215,anemia
DB06215,kidney disease
DB06216,manic disorders
DB06216,psychosis
DB06216,bipolar disorders
DB06216,schizoaffective disorders
DB06216,schizophrenia
DB06217,atrial fibrillation
DB06218,seizures
DB06218,epilepsy
DB06219,s. intermedius
DB06219,staphylococcus aureus
DB06219,s. agalactiae
DB06219,infections
DB06219,s. constellatus
DB06219,s. pyogenes
DB06219,s. anginosus
DB06219,methicillin-resistant
DB06228,nonvalvular atrial fibrillation
DB06228,dvt
DB06228,vte
DB06228,renal impairment
DB06228,stroke
DB06228,pe
DB06228,pulmonary embolism
DB06228,venous thromboembolic
DB06228,embolism
