,diseaseNID,diseaseName
941,942,Subacute Bacterial Endocarditis
942,943,Endocervical polyp
943,944,Endocervicitis
944,945,Endocrine System Diseases
945,946,Endocrine Gland Neoplasms
946,947,Yolk Sac Tumor
947,948,Endometrial Neoplasms
948,949,Endometrial Hyperplasia
949,950,Endometriosis
950,951,Endometritis
951,952,Endophthalmitis
952,953,Enophthalmos
953,954,Entamoebiasis
954,955,Enteritis
955,956,Enterobacteriaceae Infections
956,957,Enterocolitis
957,958,Enterotoxemia
958,959,Enterovirus Infections
959,960,Entropion
960,961,Enuresis
961,962,Eosinophilia
962,963,"Eosinophilia, Tropical"
963,964,Ependymoma
964,965,Eperythrozoonosis
965,966,Epidemic keratoconjunctivitis
966,967,Epithelial cyst
967,968,Toxic Epidermal Necrolysis
968,969,Epidermodysplasia Verruciformis
969,970,Epidermolysis Bullosa
970,971,Epididymitis
971,972,Epidural Neoplasms
972,973,Epiglottitis
973,974,Epilepsy
974,975,"Epilepsies, Partial"
975,976,"Epilepsy, Generalized"
976,977,Tonic-Clonic Epilepsy
977,978,Myoclonic Epilepsy
978,979,Absence Epilepsy
979,980,"Epilepsy, Temporal Lobe"
980,981,Uncinate Epilepsy
981,982,"Epiphyses, Slipped"
982,983,Epiphysitis
983,984,Episcleritis
984,985,Epispadias
985,986,Epistaxis
986,987,Epithelial hyperplasia
987,988,Giant Cell Epulis
988,989,Equinus Deformity
989,990,Erysipelas
990,991,Erysipelothrix infection
991,992,Erythema Chronicum Migrans
992,993,Erythema Multiforme
993,994,Erythema Nodosum
994,995,"Erythroblastosis, Fetal"
995,996,Red Blood Cell Count measurement
996,997,"Erythroderma, Maculopapular"
997,998,Erythroid hyperplasia
998,999,Erythromelalgia
999,1000,Primary Erythermalgia
1000,1001,Erythroplasia
1001,1002,Escherichia coli Infections
1002,1003,Esophageal Achalasia
1003,1004,Esophageal and Gastric Varices
1004,1005,Esophageal Atresia
1005,1006,Esophageal Diseases
1006,1007,Esophageal diverticulum
1007,1008,Esophageal Fistula
1008,1009,Esophageal motility disorders
1009,1010,Esophageal Neoplasms
1010,1011,Esophageal spasm
1011,1012,Esophageal Stenosis
1012,1013,Esophageal Varices
1013,1014,Esophagitis
1014,1015,Peptic Esophagitis
1015,1016,Esotropia
1016,1017,Euthyroid Sick Syndromes
1017,1018,Exanthema
1018,1019,Exanthema Subitum
1019,1020,Exercise stress test
1020,1021,"Bronchospasm, Exercise-Induced"
1021,1022,Exhibitionism
1022,1023,Exophthalmos
1023,1024,External exotoses
1024,1025,Hereditary Multiple Exostoses
1025,1026,Exotropia
1026,1027,Exstrophy
1027,1028,Extramedullary hematopoiesis of spleen
1028,1029,Extrapyramidal Disorders
1029,1030,Extravasation of Contrast Media
1030,1031,Extraversion (Psychology)
1031,1032,Eye Abnormalities
1032,1033,Eye Color
1033,1034,Disorder of eye
1034,1035,"Eye Diseases, Hereditary"
1035,1036,Eye Infection
1036,1037,"Eye Infections, Bacterial"
1037,1038,Fungal eye infections
1038,1039,Eye Manifestations
1039,1040,Eye Neoplasms
1040,1041,Eyelid Diseases
1041,1042,Eyelid Neoplasms
1042,1043,Facial Dermatoses
1043,1044,Facial Hemiatrophy
1044,1045,Facial Neoplasms
1045,1046,Facial Nerve Diseases
1046,1047,Facial Pain
1047,1048,Facial paralysis
1048,1049,Hereditary Factor V Deficiency
1049,1050,Factor VII Deficiency
1050,1051,Factor X Deficiency
1051,1052,Hereditary Factor XI Deficiency
1052,1053,Factor XII Deficiency
1053,1054,Hereditary Factor XIII Deficiency
1054,1055,Failure to Thrive
1055,1056,Fallopian Tube Neoplasms
1056,1057,Fanconi Syndrome
1057,1058,Fanconi Anemia
1058,1059,Farmer's Lung
1059,1060,Muscular fasciculation
1060,1061,Fasciitis
1061,1062,Fascioliasis
1062,1063,Fatigue
1063,1064,Chronic Fatigue Syndrome
1064,1065,Fatty Liver
1065,1066,"Fatty Liver, Alcoholic"
1066,1067,Arterial Fatty Streak
1067,1068,Favism
1068,1069,Favre-Racouchot Syndrome
1069,1070,Fazio-Londe Syndrome
1070,1071,Fecal Incontinence
1071,1072,Feeding behaviors
1072,1073,Felty Syndrome
1073,1074,Femur Head Necrosis
1074,1075,Fenestration (morphologic abnormality)
1075,1076,Fetal Alcohol Syndrome
1076,1077,Fetal Diseases
1077,1078,Fetal Distress
1078,1079,Fetal Growth Retardation
1079,1080,Fetal Macrosomia
1080,1081,"Fetal Membranes, Premature Rupture"
1081,1082,Fetal Resorption
1082,1083,Fever
1083,1084,Periodic fever
1084,1085,Fibroadenosis
1085,1086,Nonproliferative fibrocystic disease
1086,1087,Breast Fibrocystic Disease
1087,1088,Fibrodysplasia Ossificans Progressiva
1088,1089,Fibroelastosis
1089,1090,fibroma
1090,1091,Fibromatosis
1091,1092,"Fibromatosis, Gingival"
1092,1093,Fibromuscular Dysplasia
1093,1094,Fibromyalgia
1094,1095,Fibrosarcoma
1095,1096,Fibrosis
1096,1097,Osteitis Fibrosa Disseminata
1097,1098,"Fibrous Dysplasia, Monostotic"
1098,1099,Polyostotic fibrous dysplasia
1099,1100,Filariasis
1100,1101,Anal Fissure
1101,1102,pathologic fistula
1102,1103,Flank Pain
1103,1104,Flatfoot
1104,1105,Flatulence
1105,1106,Vitreous floaters
1106,1107,Fluoride Poisoning
1107,1108,Flushing
1108,1109,Focal Dermal Hypoplasia
1109,1110,Focal Infection
1110,1111,"Epilepsy, Partial, Motor"
1111,1112,Folic Acid Deficiency
1112,1113,Follicular cyst
1113,1114,Folliculitis
1114,1115,Food Allergy
1115,1116,Food Poisoning
1116,1117,Foot Deformities
1117,1118,Congenital Foot Deformity
1118,1119,Foot Diseases
1119,1120,Foot pain
1120,1121,Foot-and-Mouth Disease
1121,1122,"Foramen Ovale, Patent"
1122,1123,Forced expiratory volume function
1123,1124,Formication
1124,1125,Fowlpox
1125,1126,Pathological fracture
1126,1127,Fragile X Syndrome
1127,1128,Freckles
1128,1129,Freemartin
1129,1130,Freemartinism
1130,1131,Friedreich Ataxia
1131,1132,Frigidity
1132,1133,Froehlich's Syndrome
1133,1134,Hereditary fructose intolerance syndrome
1134,1135,"Fructose-1,6-Diphosphatase Deficiency"
1135,1136,Fuchs Endothelial Dystrophy
1136,1137,Fuchs' heterochromic cyclitis
1137,1138,Fucosidase Deficiency Disease
1138,1139,Functional disorder of intestine
1139,1140,Congenital pectus excavatum
1140,1141,Furunculosis
1141,1142,Fused Teeth
1142,1143,Galactosemias
1143,1144,Gall Bladder Diseases
1144,1145,gallbladder neoplasm
1145,1146,Gambling
1146,1147,Ganglioneuroma
1147,1148,Gangliosidoses
1148,1149,Gangrene
1149,1150,Gardner Syndrome
1150,1151,Gas Gangrene
1151,1152,Gastric Fistula
1152,1153,Gastric Varix
1153,1154,Gastrinoma
1154,1155,Gastritis
1155,1156,"Gastritis, Atrophic"
1156,1157,"Gastritis, Hypertrophic"
1157,1158,Gastroenteritis
1158,1159,"Gastroenteritis, Transmissible, of Swine"
1159,1160,Gastroesophageal reflux disease
1160,1161,Gastrointestinal Diseases
1161,1162,Gastrointestinal Hemorrhage
1162,1163,Gastrointestinal Neoplasms
1163,1164,Gaucher Disease
1164,1165,Psychosexual identity disorder
1165,1166,Generalized Nonconvulsive Seizure Disorder
1166,1167,Herpes Zoster Oticus
1167,1168,Female Genital Diseases
1168,1169,"Genital Diseases, Male"
1169,1170,"Genital Neoplasms, Female"
1170,1171,Gerstmann Syndrome
1171,1172,Gerstmann-Straussler-Scheinker Disease
1172,1173,Giant Cell Tumors
1173,1174,Angiolymphoid hyperplasia
1174,1175,Giardiasis
1175,1176,Gigantism
1176,1177,Gilbert Disease (disorder)
1177,1178,Gingival Diseases
1178,1179,Gingival Hemorrhage
1179,1180,Gingival Hyperplasia
1180,1181,Gingival Hypertrophy
1181,1182,Gingival Neoplasms
1182,1183,Gingival Recession
1183,1184,Gingivitis
1184,1185,Necrotizing Ulcerative Gingivitis
1185,1186,Chronic desquamative gingivitis
1186,1187,Glaucoma
1187,1188,Angle Closure Glaucoma
1188,1189,Primary angle-closure glaucoma
1189,1190,"Glaucoma, Neovascular"
1190,1191,"Glaucoma, Open-Angle"
1191,1192,"Glaucoma, Suspect"
1192,1193,Glioblastoma
1193,1194,Glioma
1194,1195,Gliosis
1195,1196,Globus Hystericus
1196,1197,Glomus Tumor
1197,1198,Glomerular Filtration Rate
1198,1199,Glomerulitis (disorder)
1199,1200,Glomerulonephritis
1200,1201,IGA Glomerulonephritis
1201,1202,"Glomerulonephritis, Membranoproliferative"
1202,1203,Membranous glomerulonephritis
1203,1204,Nodular glomerulosclerosis
1204,1205,Focal glomerulosclerosis
1205,1206,Glomus Jugulare Tumor
1206,1207,Glossalgia
1207,1208,Glossitis
1208,1209,"Glossitis, Benign Migratory"
1209,1210,Glucagonoma
1210,1211,Glucose tolerance test
1211,1212,Glycogen Storage Disease
1212,1213,Glycogen Storage Disease Type I
1213,1214,Glycogen storage disease type II
1214,1215,Glycogen Storage Disease Type III
1215,1216,Glycogen Storage Disease Type IV
1216,1217,Glycogen Storage Disease Type V
1217,1218,Glycogen Storage Disease Type VI
1218,1219,Glycogen Storage Disease Type VII
1219,1220,Glycogen Storage Disease Type VIII
1220,1221,Glycosuria
1221,1222,"Glycosuria, Renal"
1222,1223,Gnathostomiasis
1223,1224,Goiter
1224,1225,Endemic goiter
1225,1226,Nodular Goiter
1226,1227,"Hypertension, Goldblatt"
1227,1228,Gonadal Disorders
1228,1229,Gonadal Dysgenesis
1229,1230,"Gonadal Dysgenesis, 46,XY"
1230,1231,"Gonadal Dysgenesis, Mixed"
1231,1232,Gonococcal urethritis
1232,1233,Gonorrhea
1233,1234,Gout
1234,1235,Gradenigo Syndrome
1235,1236,"Graft Occlusion, Vascular"
1236,1237,Graft Rejection
1237,1238,Graft-vs-Host Disease
1238,1239,"Granular Dystrophy, Corneal"
1239,1240,Granuloma
1240,1241,"Granuloma, Foreign-Body"
1241,1242,Giant Cell Granuloma
1242,1243,"Granuloma, Laryngeal"
1243,1244,"Granuloma, Lethal Midline"
1244,1245,"Granuloma, Plasma Cell"
1245,1246,"Granuloma, Respiratory Tract"
1246,1247,Granulomatous Angiitis
1247,1248,Chronic granulomatous disease
1248,1249,Granulomatous prostatitis
1249,1250,granulosa cell tumor
1250,1251,Graves Disease
1251,1252,Groenouw's Dystrophies
1252,1253,Growth Disorders
1253,1254,Guillain-Barre Syndrome
1254,1255,Gynandroblastoma
1255,1256,Gynecomastia
1256,1257,Gyrate Atrophy
1257,1258,Haemophilus Infections
1258,1259,Hair Color
1259,1260,Hair Diseases
1260,1261,Halitosis
1261,1262,Hallermann's Syndrome
1262,1263,Hallervorden-Spatz Syndrome
1263,1264,Hallucinations
1264,1265,Hallux Valgus
1265,1266,Hamartoma
1266,1267,"Hamartoma Syndrome, Multiple"
1267,1268,Hand deformities
1268,1269,Congenital Hand Deformities
1269,1270,"Hand, Foot and Mouth Disease"
1270,1271,"Melanoma, Harding-Passey"
1271,1272,Hartnup Disease
1272,1273,Hashish Abuse
1273,1274,Hay fever
1274,1275,Head and Neck Neoplasms
1275,1276,Head Banging
1276,1277,Head Neoplasms
1277,1278,Headache
1278,1279,"Hearing Loss, Bilateral"
1279,1280,"Hearing Loss, Central"
1280,1281,Conductive hearing loss
1281,1282,"Hearing Loss, High-Frequency"
1282,1283,Noise-induced hearing loss
1283,1284,Sensorineural Hearing Loss (disorder)
1284,1285,Cardiac Arrest
1285,1286,Heart Block
1286,1287,Congenital Heart Defects
1287,1288,Heart Diseases
1288,1289,Cardiomegaly
1289,1290,Heart failure
1290,1291,Congestive heart failure
1291,1292,Heart Function Tests
1292,1293,Heart murmur
1293,1294,Heart Neoplasm
1294,1295,heart rate
1295,1296,Myocardial rupture
1296,1297,"Heart Rupture, Post-Infarction"
1297,1298,Heart Septal Defects
1298,1299,Atrial Septal Defects
1299,1300,Ventricular Septal Defects
1300,1301,Heart valve disease
1301,1302,Heartburn
1302,1303,Heartwater Disease
1303,1304,Heavy Chain Disease
1304,1305,gamma-Chain Disease
1305,1306,Heberden node
1306,1307,Helminthiasis
1307,1308,Hemangioendothelioma
1308,1309,Hemangioma
1309,1310,"Hemangioma, Cavernous"
1310,1311,hemangiopericytoma
1311,1312,Hemangiosarcoma
1312,1313,Hemarthrosis
1313,1314,Hematemesis
1314,1315,Hematochezia
1315,1316,Hematocrit procedure
1316,1317,Hematological Disease
1317,1318,Hematoma
1318,1319,"Hematoma, Subdural"
1319,1320,Hematomyelia
1320,1321,Extramedullary Hematopoiesis Function
1321,1322,Hematuria
1322,1323,Hemeralopia
1323,1324,Hemianopsia
1324,1325,Hemicrania migraine
1325,1326,Hemimelia
1326,1327,Hemiparesis
1327,1328,Hemiplegia
1328,1329,Hemochromatosis
1329,1330,Hemoglobin C Disease
1330,1331,Hemoglobin F Disease
1331,1332,Hemoglobin concentration result
1332,1333,Hemoglobin SC Disease
1333,1334,Hemoglobinopathies
1334,1335,Hemoglobinuria
1335,1336,"Hemoglobinuria, Paroxysmal"
1336,1337,Hemolysis (disorder)
1337,1338,Hemolytic-Uremic Syndrome
1338,1339,Hemopericardium
1339,1340,Hemoperitoneum
1340,1341,Reactive Hemophagocytic Syndrome
1341,1342,Hemophilia A
1342,1343,Hemoptysis
1343,1344,Hemorrhage
1344,1345,Hemorrhagic Disorders
1345,1346,"Hemorrhagic Fever, American"
1346,1347,"Hemorrhagic Fever, Argentinian"
1347,1348,"Hemorrhagic Fever, Crimean"
1348,1349,Severe Dengue
1349,1350,Hemorrhagic Fever with Renal Syndrome
1350,1351,"Hemorrhagic Fevers, Viral"
1351,1352,Hemorrhoids
1352,1353,Hemosiderosis
1353,1354,Hemothorax
1354,1355,Hepatic Coma
1355,1356,Hepatic Encephalopathy
1356,1357,Hepatic Vein Thrombosis
1357,1358,Hepatic Veno-Occlusive Disease
1358,1359,Hepatitis
1359,1360,Hepatitis A
1360,1361,Hepatitis B
1361,1362,"Hepatitis, Alcoholic"
1362,1363,"Hepatitis, Animal"
1363,1364,"Hepatitis, Chronic"
1364,1365,"Hepatitis, Toxic"
1365,1366,"Hepatitis, Viral, Human"
1366,1367,Hepatitis C
1367,1368,Hepatolenticular Degeneration
1368,1369,"Hepatoma, Morris"
1369,1370,"Hepatoma, Novikoff"
1370,1371,Hepatomegaly
1371,1372,Hepatorenal Syndrome
1372,1373,Hepatosplenomegaly
1373,1374,"Angioedemas, Hereditary"
1374,1375,Hereditary factor I deficiency disease
1375,1376,Hermaphroditism
1376,1377,Hernia
1377,1378,Diaphragmatic Hernia
1378,1379,"Hernia, Femoral"
1379,1380,"Hernia, Inguinal"
1380,1381,"Inguinal Hernia, Direct"
1381,1382,"Inguinal Hernia, Indirect"
1382,1383,Umbilical hernia
1383,1384,Ventral Hernia
1384,1385,Heroin Dependence
1385,1386,Herpangina
1386,1387,Herpes NOS
1387,1388,Genital Herpes
1388,1389,Pemphigoid Gestationis
1389,1390,Herpes Labialis
1390,1391,Herpes Simplex Infections
1391,1392,"Keratitis, Herpetic"
1392,1393,Herpes zoster disease
1393,1394,Herpes Zoster Ophthalmicus
1394,1395,Herpesviridae Infections
1395,1396,Herpetic meningoencephalitis
1396,1397,"Deficiency, Hexosediphosphatase"
1397,1398,"Adenoma, Sweat Gland"
1398,1399,Hip Contracture
1399,1400,"Hip Dislocation, Congenital"
1400,1401,Hip joint pain
1401,1402,Von Hippel-Lindau Syndrome
1402,1403,Hirschsprung Disease
1403,1404,Hirsutism
1404,1405,"Histiocytic Disorders, Malignant"
1405,1406,Histiocytosis
1406,1407,"Histiocytosis, Langerhans-Cell"
1407,1408,Malignant histiocytosis
1408,1409,"Histiocytosis, Non-Langerhans-Cell"
1409,1410,Sinus histiocytosis
1410,1411,Histomoniasis
1411,1412,Histoplasmosis
1412,1413,HIV Infections
1413,1414,HIV Seropositivity
1414,1415,"Hereditary, Type VII, Motor and Sensory Neuropathy"
1415,1416,Hoarseness
1416,1417,Hodgkin Disease
1417,1418,Homocystinuria
1418,1419,Hookworm Infections
1419,1420,Horner Syndrome
1420,1421,Hostility
1421,1422,Howell-Jolly Bodies
1422,1423,"Hereditary Sensory Autonomic Neuropathy, Type 1"
1423,1424,"Hereditary Sensory Autonomic Neuropathy, Type 2"
1424,1425,HSAN Type IV
1425,1426,"Hereditary Sensory Autonomic Neuropathy, Type 5"
1426,1427,HTLV-I Infections
1427,1428,HTLV-II Infections
1428,1429,Hunger
1429,1430,Huntington Disease
1430,1431,Hyaline Membrane Disease
1431,1432,Hydatidiform Mole
1432,1433,Polyhydramnios
1433,1434,Hydranencephaly
1434,1435,Hydroa Vacciniforme
1435,1436,Hydrocephalus
1436,1437,Congenital Hydrocephalus
1437,1438,"Hydrocephalus, Normal Pressure"
1438,1439,Hydronephrosis
1439,1440,Hydrophthalmos
1440,1441,Hydrops Fetalis
1441,1442,Hydrothorax
1442,1443,Hymenolepiasis
1443,1444,Hyperaldosteronism
1444,1445,Hyperalgesia
1445,1446,Hyperbilirubinemia
1446,1447,"Hyperbilirubinemia, Hereditary"
1447,1448,Hypercalcemia
1448,1449,Hypercalciuria
1449,1450,Hypercapnia
1450,1451,Hypercementosis
1451,1452,Hypercholesterolemia
1452,1453,"Hypercholesterolemia, Familial"
1453,1454,Hyperdistention
1454,1455,Hyperemesis Gravidarum
1455,1456,Hyperemia
1456,1457,Hyperesthesia
1457,1458,Hypergammaglobulinemia
1458,1459,Hyperglycemia
1459,1460,Hyperhidrosis disorder
1460,1461,Hyperinsulinism
1461,1462,Hyperkalemia
1462,1463,Hyperlipidemia
1463,1464,"Hyperlipidemia, Familial Combined"
1464,1465,Hyperlipoproteinemias
1465,1466,Hyperlipoproteinemia Type III
1466,1467,Hyperlipoproteinemia Type IV
1467,1468,Hyperlipoproteinemia Type V
1468,1469,Hypernatremia
1469,1470,Hyperopia
1470,1471,Hyperostosis
1471,1472,Hyperostosis Frontalis Interna
1472,1473,Hyperostosis of skull
1473,1474,Cortical Congenital Hyperostosis
1474,1475,"Hyperostosis, Diffuse Idiopathic Skeletal"
1475,1476,Hyperoxaluria
1476,1477,Primary Hyperoxaluria
1477,1478,Hyperparathyroidism
1478,1479,"Hyperparathyroidism, Secondary"
1479,1480,Hyperphagia
1480,1481,Hyperplasia
1481,1482,Hyperprolactinemia
1482,1483,Hypersensitivity
1483,1484,Delayed Hypersensitivity
1484,1485,Immediate hypersensitivity
1485,1486,Disorders of Excessive Somnolence
1486,1487,Hypersomnia with Periodic Respiration
1487,1488,Hypersplenism
1488,1489,Orbital separation excessive
1489,1490,Hypertensive disease
1490,1491,Malignant Hypertension
1491,1492,Portal Hypertension
1492,1493,Pulmonary Hypertension
1493,1494,Renal hypertension
1494,1495,"Hypertension, Renovascular"
1495,1496,Hypertensive crisis
1496,1497,Hyperthyroidism
1497,1498,Hyperthyroxinemia
1498,1499,Hypertrichosis
1499,1500,Hypertriglyceridemia
1500,1501,Hypertrophy
1501,1502,Hypertropia
1502,1503,Hyperventilation
1503,1504,Hypesthesia
1504,1505,Hyphema
1505,1506,Hypoactive Sexual Desire Disorder
1506,1507,Hypoaldosteronism
1507,1508,Hypobetalipoproteinemias
1508,1509,Hypocalcemia
1509,1510,Hypocalciuria
1510,1511,Hypochondriasis
1511,1512,Hypodontia
1512,1513,Hypogalactia
1513,1514,Hypoglycemia
1514,1515,Hypoglycemic coma
1515,1516,Hypogonadism
1516,1517,Hypohidrosis
1517,1518,Hypokalemia
1518,1519,Hypolipoproteinemias
1519,1520,Hypomenorrhea
1520,1521,Hyponatremia
1521,1522,Hypoparathyroidism
1522,1523,Hypopharyngeal Neoplasms
1523,1524,Hypophosphatasia
1524,1525,Familial hypophosphatemia
1525,1526,Hypopituitarism
1526,1527,underdevelopment
1527,1528,Hypoproteinemia
1528,1529,Inherited Factor II deficiency
1529,1530,Hypotension
1530,1531,"Hypotension, Orthostatic"
1531,1532,"Hypothermia, natural"
1532,1533,Hypothyroidism
1533,1534,Hypotrichosis
1534,1535,Sleep-related respiratory failure
1535,1536,Hypovolemic Shock
1536,1537,Hysteria
1537,1538,Type II Mucolipidosis
1538,1539,Iatrogenic Disease
1539,1540,Ichthyoses
1540,1541,Congenital ichthyosis
1541,1542,Profound Mental Retardation
1542,1543,Idiopathic Hypercatabolic Hypoproteinemia
1543,1544,Ileal Diseases
1544,1545,Ileitis
1545,1546,Illusions
1546,1547,Immune Complex Diseases
1547,1548,Angioimmunoblastic Lymphadenopathy
1548,1549,Immunologic Deficiency Syndromes
1549,1550,Immune System Diseases
1550,1551,Immunoproliferative Disorders
1551,1552,Immunoproliferative Small Intestinal Disease
1552,1553,Impetigo
1553,1554,Bullous impetigo
1554,1555,"Disruptive, Impulse Control, and Conduct Disorders"
1555,1556,Impulse-Ridden Personality
1556,1557,Impulsive Behavior
1557,1558,Inadequate Personality
1558,1559,Inappropriate ADH Syndrome
1559,1560,Incipient Schizophrenia
1560,1561,Incontinence
1561,1562,Bloch Sulzberger syndrome
1562,1563,Increased Libido
1563,1564,Indeterminate leprosy
1564,1565,Neonatal disorder
1565,1566,"Infant, Premature, Diseases"
1566,1567,"Infant, Small for Gestational Age"
